Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr2;30151764;30152015;Tbc1d13;251;+;3.021023814;0.229441151;0.485482513;0.043931316;0.934166915
chr15;86498253;86498503;Tbc1d22a;250;+;2.485314404;0.278897181;0.610491591;0.090816253;0.841399718
chr17;29606558;29606896;Tbc1d22b;338;+;3.924439923;0.176623211;1.424667922;0.100660949;0.701722982
chr13;94842648;94842922;Tbca;274;+;12.16203694;0.056992688;6.293429419;0.061118325;0.751142462
chr17;46891590;46892007;Tbcc;417;+;1.779293563;0.389563136;0.325707884;0.0872902;0.920012273
chr11;121616913;121617170;Tbcd;257;+;6.177033929;0.112213595;1.674988366;0.041749126;0.840204708
chr3;22215043;22215295;Tbl1xr1;252;+;2.268410336;0.305565166;0.353538575;0.056415827;0.94101904
chr5;135162411;135162668;Tbl2;257;+;1.751860772;0.395663395;0.574981198;0.19330696;0.684599449
chr17;15517124;15517428;Tbp;304;+;2.766924444;0.250511785;0.916545273;0.124085591;0.680198871
chr5;119684473;119684726;Tbx3;253;+;1.683233461;0.411795034;0.095190282;0.024683766;0.992659707
chr1;4896401;4896651;Tcea1;250;+;4.898550243;0.141500474;1.741506385;0.078055292;0.743763025
chr1;4897652;4897909;Tcea1;257;+;5.543794416;0.125031184;1.67695383;0.054222955;0.833827678
chrX;136246605;136247139;Tceal9;534;+;4.437259376;0.156210652;0.588129857;0.023868292;0.967586818
chr18;42575303;42575785;Tcerg1;482;+;4.005680868;0.173041039;0.83886923;0.045837524;0.892139124
chr2;152148846;152149099;Tcf15;253;+;2.538491354;0.273054773;0.346471777;0.043159182;0.96028801
chr8;123401080;123401330;Tcf25;250;+;6.180341119;0.112153547;2.523942741;0.077417476;0.655893502
chr8;123403332;123403811;Tcf25;479;+;5.034728476;0.1376732;0.738671928;0.023671785;0.953483167
chr17;12924312;12924562;Tcp1;250;+;7.970067018;0.086968802;3.423697743;0.065492896;0.719448267
chr17;12924817;12925067;Tcp1;250;+;5.530676432;0.12532774;1.635780464;0.052635211;0.816117109
chr16;32428642;32429099;Tctex1d2;457;+;4.320382702;0.160436523;1.288663283;0.068195182;0.790689443
chr10;82650035;82650494;Tdg;459;+;3.538016107;0.195914083;0.586793567;0.038953729;0.940785135
chr12;99954914;99955216;Tdp1;302;+;3.767595634;0.183976002;0.980126634;0.064689429;0.837891267
chr13;24841896;24842153;Tdp2;257;+;4.468902435;0.155104568;1.730137006;0.09798289;0.700559543
chr7;112906534;112906805;Tead1;271;+;2.709304484;0.255839528;0.496441333;0.05739592;0.921159715
chr7;45233369;45233619;Tead2;250;+;3.954026909;0.175301584;0.834758087;0.04691305;0.892226622
chr15;81826609;81826863;Tef;254;+;3.041815583;0.227872848;0.576241062;0.053257239;0.910853216
chr7;96910842;96911092;Tenm4;250;+;3.245277531;0.213586411;1.117296942;0.112143619;0.650980587
chr1;15843178;15843432;Terf1;254;+;4.03708175;0.171695106;1.325111238;0.083892916;0.771405413
chr8;112018940;112019199;Terf2ip;259;+;1.849606474;0.374753868;0.352324817;0.0881832;0.900962319
chr4;43447813;43448075;Tesk1;262;+;3.389524552;0.204496876;0.984488039;0.083709635;0.795000329
chr11;121148063;121148321;Tex19.1;258;+;2.930475294;0.236530634;0.395141613;0.036864219;0.961751678
chr2;172558359;172558621;Tfap2c;262;+;2.865638488;0.241882283;0.98187214;0.126075867;0.748409383
chr1;118684917;118685168;Tfcp2l1;251;+;4.364675855;0.158808398;0.982726475;0.046146527;0.908130445
chr8;13377917;13378167;Tfdp1;250;+;3.996581203;0.17343503;1.39584939;0.093085023;0.656576827
chr8;13378194;13378448;Tfdp1;254;+;5.51297423;0.125730169;1.789971673;0.060449446;0.803798857
chrX;7774932;7775202;Tfe3;270;+;2.810417761;0.246634927;0.355169012;0.035677478;0.964615258
chr17;47792165;47792418;Tfeb;253;+;2.597283849;0.266873866;0.898096634;0.141054804;0.671419713
chr16;32632543;32632794;Tfrc;251;+;3.296138233;0.210290689;0.609448034;0.04770228;0.926540497
chr2;156855317;156855573;Tgif2;256;+;1.918133439;0.361365464;0.396808025;0.094255125;0.883449636
chr4;3616360;3616623;Tgs1;263;+;3.364610091;0.206011146;1.368137925;0.141174852;0.658329203
chr8;26163900;26164151;Thap1;251;+;0.736012893;0.941759563;0.211988487;0.38097879;0.723362758
chr8;105856700;105856951;Thap11;251;+;2.039139724;0.339921376;0.365794092;0.074306962;0.908151889
chr7;98717809;98718061;Thap12;252;+;3.764786399;0.184113282;1.133810236;0.079342993;0.79690196
chr15;74724107;74724373;Them6;266;+;3.465468773;0.200015417;0.956962438;0.076303272;0.764551538
chr18;9993474;9993728;Thoc1;254;+;3.365677289;0.205945823;0.711424072;0.055200015;0.845537151
chr11;4928610;4928866;Thoc5;256;+;5.854710269;0.118391372;2.042757363;0.063443818;0.799988817
chr14;55098731;55098995;Thtpa;264;+;0.934580245;0.741666844;0.263028207;0.290490221;0.677195391
chr6;113067922;113068277;Thumpd3;355;+;4.374422057;0.158454573;1.901461388;0.121835845;0.607786481
chr9;27007084;27007338;Thyn1;254;+;10.25095482;0.067617816;3.560434175;0.035983565;0.876638681
chr6;86431926;86432178;Tia1;252;+;3.673174972;0.18870519;1.56229177;0.139663135;0.606161949
chr7;79697894;79698145;Ticrr;251;+;1.505614248;0.460375014;0.300669782;0.114877373;0.881295381
chr10;128252690;128252941;Timeless;251;+;2.297092292;0.301749818;0.573785933;0.100469542;0.803208173
chr2;84829963;84830216;Timm10;253;+;2.238901274;0.309592562;0.250059969;0.038925532;0.972354504
chr7;105641103;105641353;Timm10b;250;+;3.684752401;0.188112281;0.97631285;0.067808948;0.806915996
chrX;7906611;7906869;Timm17b;258;+;9.842103993;0.070426728;2.997652611;0.030844673;0.906357913
chr11;76414130;76414571;Timm22;441;+;4.848032565;0.142974943;1.505836689;0.064417803;0.769793382
chr9;21595696;21595970;Timm29;274;+;2.187441252;0.316875793;0.671589072;0.140389889;0.750029449
chr10;11609502;11609904;Timm8a1;402;+;5.471242391;0.126689174;0.983447288;0.027762436;0.943593479
chr10;11610188;11610438;Timm8a1;250;+;3.768528029;0.183930483;0.962277721;0.063070712;0.860055196
chr9;50605069;50605320;Timm8b;251;+;8.88934234;0.07797508;3.637551908;0.054007944;0.798359171
chrX;20874482;20874737;Timp1;255;+;7.666027818;0.090418036;3.08985174;0.061050607;0.76242816
chr9;64304370;64304796;Tipin;426;+;4.098132225;0.169137339;0.852146329;0.044402461;0.916473881
chr14;30573376;30573626;Tkt;250;+;9.798384799;0.070740963;3.46384131;0.03868242;0.867706638
chr9;61418231;61418497;Tle3;266;+;3.021859116;0.229377729;0.841577803;0.088538669;0.813041283
chr11;105281922;105282176;Tlk2;254;+;2.244836615;0.308774;0.523172425;0.093829008;0.864540791
chr8;25023009;25023260;Tm2d2;251;+;4.652130667;0.148995639;1.7103609;0.086626873;0.703279934
chr7;65701653;65701913;Tm2d3;260;+;3.167258642;0.218847672;0.461085133;0.037287856;0.95295544
chr14;122159074;122159333;Tm9sf2;259;+;4.096593319;0.169200877;0.824251359;0.042619034;0.92149709
chr14;122159347;122159603;Tm9sf2;256;+;2.70346821;0.256391837;0.944722652;0.137722694;0.625255724
chr2;153210208;153210464;Tm9sf4;256;+;3.213068209;0.215727503;0.638488395;0.053499801;0.902652983
chr15;99409791;99410049;Tmbim6;258;+;5.18661299;0.133641585;1.178110979;0.03927767;0.901592979
chr5;124550252;124550503;Tmed2;251;+;2.840152317;0.244052819;0.449302313;0.045863812;0.943470355
chr13;55597439;55597694;Tmed9;255;+;3.392394389;0.204323879;0.678237455;0.051058252;0.909280838
chr4;48662878;48663131;Tmeff1;253;+;3.536349498;0.196006413;0.754588107;0.053169229;0.892686232
chr11;69072779;69073029;Tmem107;250;+;5.666768013;0.122317903;1.403074527;0.040251752;0.878558496
chr9;107538397;107538672;Tmem115;275;+;1.490442958;0.465061193;0.402234829;0.171900765;0.78685275
chr12;113189271;113189522;Tmem121;251;+;1.663215562;0.41675126;0.526340301;0.192943756;0.680723862
chr9;7794080;7794332;Tmem123;252;+;1.982514982;0.349630236;0.538040472;0.130230901;0.823634309
chr2;127260514;127260764;Tmem127;250;+;2.383338961;0.290830298;0.508191594;0.078819145;0.882794517
chr19;4131484;4131734;Tmem134;250;+;6.404583654;0.108226735;1.543599353;0.034367262;0.910860854
chr13;41022325;41022582;Tmem14c;257;+;6.636249924;0.104448625;1.629607383;0.033996885;0.911531592
chr7;16455240;16455495;Tmem160;255;+;7.688897567;0.090149098;1.723736856;0.026050149;0.921618608
chr8;70182601;70182870;Tmem161a;269;+;2.311087759;0.299922484;0.464673589;0.075479304;0.875830335
chr13;84295619;84295966;Tmem161b;347;+;2.924760205;0.236992824;0.946294876;0.113353058;0.76202223
chr5;76208991;76209244;Tmem165;253;+;2.946271791;0.235262471;0.590051722;0.058915136;0.911382578
chr13;90104312;90105292;Tmem167;980;+;3.447277384;0.201070904;0.711443561;0.052287752;0.893679583
chr19;21858073;21858360;Tmem2;287;+;2.634832604;0.263070671;0.427059357;0.050886925;0.938904177
chr8;105328807;105329057;Tmem208;250;+;4.72759192;0.146617388;1.298655721;0.055529033;0.835640687
chr19;8772206;8772475;Tmem223;269;+;4.693544031;0.14768098;1.536334138;0.071863239;0.759671652
chr4;129608276;129608532;Tmem234;256;+;4.68909834;0.147820995;1.467108403;0.067309156;0.796738087
chr5;130241219;130241476;Tmem248;257;+;4.792393957;0.14463485;1.595449814;0.072180693;0.734482804
chr5;130243414;130243765;Tmem248;351;+;1.879783213;0.368737829;0.292245624;0.067879978;0.936423701
chr11;69839308;69839617;Tmem256;309;+;7.685350948;0.0901907;1.557325057;0.022920307;0.946499403
chr19;10207565;10207824;Tmem258;259;+;9.863978528;0.070270548;3.73056953;0.042741185;0.829623244
chr10;85117339;85117747;Tmem263;408;+;1.68250658;0.411972939;0.219477059;0.061802313;0.958024104
chr5;67286280;67286530;Tmem33;250;+;4.661076419;0.14870968;1.343382236;0.060214695;0.846814374
chr16;38591055;38591386;Tmem39a;331;+;2.606808137;0.26589881;0.402433479;0.048542829;0.938289514
chr4;107200729;107200996;Tmem59;267;+;5.262240942;0.131720913;0.965896532;0.029613262;0.928637737
chr5;20886619;20886870;Tmem60;251;+;2.880747389;0.240613663;0.934652154;0.115559647;0.724649127
chr1;180974853;180975104;Tmem63a;251;+;5.917156245;0.117141943;2.303946571;0.074695023;0.689794944
chr1;16678025;16678275;Tmem70;250;+;3.989707;0.173733856;1.503347256;0.105046068;0.682090496
chr17;26123001;26123253;Tmem8;252;+;4.55260111;0.152253001;1.119320788;0.049637645;0.87728203
chr1;136034776;136035030;Tmem9;254;+;3.359732479;0.20631023;0.810228688;0.065565098;0.863230674
chr9;114410944;114411201;Tmppe;257;+;1.951398465;0.355205353;0.671808864;0.186489562;0.61391854
chr12;70467373;70467624;Tmx1;251;+;2.870127282;0.241503987;0.519408433;0.053362063;0.922563608
chr18;90541939;90542189;Tmx3;250;+;3.443892726;0.201268517;0.886516431;0.069769884;0.862004864
chr18;90543005;90543267;Tmx3;262;+;3.94099817;0.175881122;1.382195219;0.095006161;0.692219463
chr14;69784161;69784411;Tnfrsf10b;250;+;2.548909767;0.271938689;0.950398201;0.161681683;0.680615756
chr17;43088938;43089188;Tnfrsf21;250;+;2.729540631;0.253942796;0.799698782;0.105230252;0.786813925
chr16;32683242;32683493;Tnk2;251;+;3.700371564;0.187318265;0.76603888;0.048901433;0.892130393
chr19;36892479;36892928;Tnks2;449;+;3.752061065;0.184737713;0.548948615;0.031660303;0.957815731
chr19;36893218;36893477;Tnks2;259;+;4.824674127;0.14366715;1.769650431;0.083220511;0.682122668
chr8;85057331;85057584;Tnpo2;253;+;2.98602295;0.23213056;0.462554832;0.042549819;0.935685014
chr7;123195046;123195298;Tnrc6a;252;+;1.56905339;0.441761373;0.27391972;0.093432172;0.91517856
chr11;94215240;94215492;Tob1;252;+;1.488102378;0.46579267;0.389141745;0.164937094;0.815761092
chr15;79672612;79672864;Tomm22;252;+;4.519641206;0.15336332;1.044931355;0.046120151;0.899407956
chr16;57152783;57153033;Tomm70a;250;+;4.939585832;0.140324959;0.931886885;0.032628945;0.935090505
chr16;57154280;57154531;Tomm70a;251;+;4.081062959;0.169844765;1.043501779;0.058347241;0.866319016
chr2;160722506;160722763;Top1;257;+;4.044186729;0.171393466;0.778873646;0.040882406;0.91817262
chr14;16430522;16430787;Top2b;265;+;3.682176919;0.188243856;1.052590139;0.075351621;0.799522877
chr16;16892725;16892986;Top3b;261;+;4.615686595;0.150172064;1.341306653;0.06151601;0.816956232
chr9;103350170;103350427;Topbp1;257;+;3.066453667;0.226041955;0.670109147;0.063209935;0.887235507
chr1;156052549;156052799;Tor1aip2;250;+;2.752661462;0.251809818;0.748545874;0.09405206;0.780329645
chr1;156053279;156053736;Tor1aip2;457;+;2.850105307;0.243200551;0.672397688;0.075091572;0.870408644
chr1;156068609;156068859;Tor1aip2;250;+;1.820316154;0.380783953;0.409630701;0.110570926;0.85299861
chr2;30958763;30959015;Tor1b;252;+;1.643511434;0.421747708;0.384805119;0.128934506;0.865973172
chr2;32761992;32762244;Tor2a;252;+;4.56662096;0.151785573;1.870207159;0.105277041;0.687108404
chr2;181515130;181515386;Tpd52l2;256;+;5.272483793;0.131465019;1.92649383;0.07569256;0.767870539
chr2;181515641;181515891;Tpd52l2;250;+;4.153265446;0.166892097;1.119555593;0.061589601;0.818015735
chr3;90100648;90100902;Tpm3;254;+;5.352781083;0.129492907;1.09598718;0.033340248;0.914585433
chr8;72152879;72153138;Tpm4;259;+;5.034533935;0.13767852;1.92761206;0.085419198;0.695645802
chr1;44002086;44002340;Tpp2;254;+;5.103074998;0.135829315;1.92277789;0.082121133;0.642575174
chr1;150449677;150449935;Tpr;258;+;4.268672658;0.162380027;1.381029221;0.077659021;0.775677834
chr6;85930030;85930284;Tprkb;254;+;4.739121587;0.146260687;1.988811714;0.105764434;0.647829901
chr2;25269632;25269886;Tprn;254;+;2.859870387;0.242370138;0.618239974;0.066845501;0.888520967
chr5;130135474;130135733;Tpst1;259;+;3.842947807;0.180368617;1.171795072;0.079125036;0.800320737
chr5;112315111;112315361;Tpst2;250;+;1.868666607;0.370931432;0.540532976;0.15096423;0.763216981
chr14;75848053;75848307;Tpt1;254;+;13.68603256;0.05064632;4.603168893;0.025667408;0.923174649
chr2;152893802;152894052;Tpx2;250;+;3.605473126;0.192248605;0.900188074;0.063971041;0.86547684
chr2;152895071;152895324;Tpx2;253;+;5.26126587;0.131745325;1.940513366;0.076986636;0.7293521
chr15;89086821;89087075;Trabd;254;+;4.4312597;0.156422152;1.470515078;0.077690299;0.764081257
chr12;111266835;111267155;Traf3;320;+;2.064029922;0.335822254;0.541722309;0.119504367;0.837385683
chr9;107971279;107971533;Traip;254;+;2.703646534;0.256374926;0.579993341;0.070018848;0.87601773
chr9;121462358;121462608;Trak1;250;+;3.732213212;0.185720145;1.417002454;0.113668227;0.683508911
chr9;121474666;121474918;Trak1;252;+;1.320062188;0.525086763;0.404727201;0.232173902;0.666105415
chrX;139337911;139338170;Trap1a;259;+;7.951592123;0.087170867;2.370625251;0.037027537;0.890403833
chr11;69325543;69325794;Trappc1;251;+;9.095407571;0.076208479;4.615133449;0.078502407;0.604219686
chrX;166452642;166453140;Trappc2;498;+;5.046825551;0.137343202;1.227654364;0.044148317;0.892662611
chr4;126275625;126275883;Trappc3;258;+;5.575330928;0.124323953;1.811073953;0.059815224;0.801697488
chr8;3679377;3679627;Trappc5;250;+;1.821593776;0.38051688;0.531315635;0.156690687;0.659958414
chr8;3680671;3680921;Trappc5;250;+;2.147384645;0.32278669;0.53027834;0.105847581;0.856708815
chr5;115343295;115343552;Triap1;257;+;2.831265753;0.244818834;0.588131835;0.064189547;0.90565565
chr15;59656297;59656547;Trib1;250;+;2.995191713;0.231419971;1.007057704;0.117222111;0.69095679
chr11;58991207;58991462;Trim11;255;+;2.169615444;0.31947928;0.601308024;0.122492218;0.821796939
chr14;61605693;61605945;Trim13;252;+;2.431745073;0.285041055;0.947542666;0.181975558;0.66576705
chr6;37966043;37966293;Trim24;250;+;3.887353075;0.178308265;1.159568528;0.075798014;0.811528285
chr11;89020036;89020293;Trim25;257;+;2.890081055;0.239836588;0.512104207;0.051649505;0.928103897
chr17;36859142;36859398;Trim26;256;+;2.318043913;0.299022455;0.71470374;0.13329203;0.75153727
chr13;21192588;21192863;Trim27;275;+;2.860051493;0.242354791;0.592093531;0.063271324;0.906463001
chr7;13030781;13031046;Trim28;265;+;5.021588025;0.138033462;0.814413527;0.026720146;0.953757877
chr4;65615984;65616240;Trim32;256;+;2.63645291;0.262908993;0.869500517;0.129375022;0.713640328
chr3;103355303;103355556;Trim33;253;+;2.990576427;0.231777116;0.88229619;0.096996625;0.783223199
chr14;66311153;66311424;Trim35;271;+;2.464729613;0.281226459;0.367660085;0.049304872;0.945926541
chr11;87219226;87219479;Trim37;253;+;2.975706866;0.232935303;0.818536796;0.088387151;0.756025094
chr7;104233857;104234110;Trim6;253;+;2.443658789;0.283651377;0.693990817;0.11250789;0.802713891
chr7;104234653;104235152;Trim6;499;+;2.330852697;0.29737923;0.317929869;0.046969381;0.954505529
chr19;46516203;46516455;Trim8;252;+;2.14598581;0.322997094;0.718850241;0.162694101;0.632743507
chr8;43193632;43193884;Triml2;252;+;2.39958851;0.288860852;0.45039117;0.066745616;0.890233407
chr17;57263170;57263422;Trip10;252;+;2.886532306;0.240131447;0.895160612;0.107943793;0.762243826
chr4;123054684;123054938;Trit1;254;+;2.146191951;0.32296607;0.574243583;0.117981734;0.778952472
chr8;84699539;84699808;Trmt1;269;+;4.59626188;0.15080672;1.466432322;0.070658113;0.750765529
chr3;138158026;138158276;Trmt10a;250;+;2.648823751;0.261681126;0.548491212;0.068336702;0.885948844
chr4;45315127;45315486;Trmt10b;359;+;2.942523613;0.235562147;1.021419404;0.125244506;0.617919415
chr19;6910776;6911026;Trmt112;250;+;5.330398728;0.130036648;0.809001124;0.023267096;0.951628716
chr15;58874034;58874383;Trmt12;349;+;2.861941966;0.242194702;1.001232761;0.130323034;0.616282255
chr1;151457933;151458183;Trmt1l;250;+;3.642118539;0.190314284;0.691806727;0.044626029;0.920254463
chr16;18253248;18253503;Trmt2a;255;+;3.745820517;0.185045487;1.158807632;0.082887922;0.78002383
chr12;111683652;111683903;Trmt61a;251;+;3.27137097;0.211882782;1.22751092;0.127253541;0.674847768
chr6;106782214;106782474;Trnt1;260;+;3.629106619;0.190996643;1.222226769;0.096989141;0.740051772
chr15;99083150;99083409;Troap;259;+;1.553531284;0.446175232;0.326740411;0.118833195;0.868474277
chr11;69591623;69591874;Trp53;251;+;5.988999455;0.115736725;1.886911504;0.053237512;0.826157078
chr2;93201501;93201757;Trp53i11;256;+;6.586326042;0.105240338;2.890996975;0.082333533;0.675230618
chr4;11174127;11174377;Trp53inp1;250;+;3.117003108;0.22237616;0.637718156;0.05719928;0.911623921
chr2;155389594;155389847;Trp53inp2;253;+;4.939441025;0.140329073;1.868523305;0.085384295;0.681782465
chr2;166795902;166796233;Trp53rkb;331;+;1.105053581;0.627252101;0.387881057;0.339247811;0.606816531
chr5;144859523;144859777;Trrap;254;+;5.213841336;0.132943666;1.4186595;0.049695061;0.864275322
chr14;76507510;76507765;Tsc22d1;255;+;1.865161405;0.371628524;0.207134029;0.046426805;0.972426501
chr5;137759497;137759747;Tsc22d4;250;+;3.245241822;0.213588761;1.06232429;0.103943702;0.660346716
chr6;115578086;115578336;Tsen2;250;+;3.053640967;0.226990399;0.859174174;0.088870922;0.768351742
chr7;3700754;3701035;Tsen34;281;+;5.654070517;0.122592596;1.109764937;0.02993834;0.935062634
chr11;115822829;115823102;Tsen54;273;+;3.126415741;0.221706656;0.730936148;0.067649672;0.864314518
chr8;125033738;125034194;Tsnax;456;+;3.564836831;0.194440086;0.773574213;0.053887383;0.894596978
chr7;141493137;141493427;Tspan4;290;+;3.254262737;0.212996687;1.018106654;0.096975943;0.662303367
chr10;34284633;34284887;Tspyl1;254;+;3.346273678;0.207140015;0.894904477;0.075619179;0.843031265
chr11;74909086;74909340;Tsr1;254;+;2.420847454;0.286324188;0.476476582;0.070164994;0.913892836
chr17;25242548;25242799;Tsr3;251;+;3.221640235;0.215153503;0.669216157;0.056410767;0.885032669
